BIB,Name,Country,Gender,Division,Swim,Bike,Run,Overall,Division Rank,Gender Rank,Overall Rank,T1,T2
1863,"Mcparland, Daniel",GBR,Male,M35-39,01:03:15,04:45:19,03:29:44,09:26:24,42,186,205,00:04:28,00:03:38
1794,"Deman, Timmy",BEL,Male,M35-39,01:00:27,04:55:22,03:22:12,09:26:28,43,187,206,00:03:50,00:04:37
2169,"Zudrop, Tim",DEU,Male,M30-34,01:00:09,04:58:50,03:19:22,09:26:45,44,188,207,00:02:57,00:05:27
955,"Meinecke, Stephan",CHE,Male,M50-54,00:57:06,04:57:07,03:26:51,09:26:57,3,189,208,00:02:50,00:03:03
2103,"Morosini, Marcel",BRA,Male,M30-34,01:02:41,04:53:30,03:24:25,09:27:05,45,190,209,00:03:05,00:03:24
1773,"Casado, Alejandro",ESP,Male,M35-39,01:09:02,04:55:20,03:15:33,09:27:11,44,191,210,00:03:52,00:03:24
1779,"Cook, Colin",USA,Male,M35-39,01:03:01,05:04:24,03:13:31,09:27:15,45,192,211,00:02:59,00:03:20
1764,"Bradley, Jeffrey",CAN,Male,M35-39,01:09:37,05:09:18,02:59:16,09:27:19,46,193,212,00:03:46,00:05:22
3017,"Cheetham, Susie",GBR,Female,FPRO,00:59:02,05:00:17,03:22:41,09:27:21,19,20,213,00:02:25,00:02:56
2042,"Flod, Jonathan",SWE,Male,M30-34,01:06:53,04:59:46,03:14:50,09:27:27,46,194,214,00:02:33,00:03:25
2301,"Sanders, Conrad",USA,Male,M25-29,00:58:06,04:45:45,03:35:22,09:27:32,24,195,215,00:03:56,00:04:23
2282,"Manninen, Juuso",FIN,Male,M25-29,00:57:18,04:50:44,03:34:35,09:27:39,25,196,216,00:02:27,00:02:35
1627,"Stewart, Graeme",GBR,Male,M40-44,00:56:39,05:16:30,03:07:54,09:27:41,24,197,217,00:03:15,00:03:23
2251,"Ernst, Jacob Aagaard",DNK,Male,M25-29,00:58:53,05:00:04,03:21:29,09:27:45,26,198,218,00:03:59,00:03:20
1785,"Curran, James T.",IRL,Male,M35-39,01:05:06,04:58:45,03:16:44,09:27:49,47,199,219,00:03:16,00:03:58
2112,"Palfreyman, Chris",GBR,Male,M30-34,01:00:24,05:02:49,03:17:03,09:27:52,47,200,220,00:03:26,00:04:10
2104,"Mort, Tom",AUS,Male,M30-34,00:58:20,05:00:01,03:23:53,09:27:53,48,201,221,00:02:43,00:02:56
2115,"Penguilly, Hugo",FRA,Male,M30-34,01:04:04,05:04:38,03:09:34,09:28:04,49,202,222,00:05:35,00:04:13
2389,"Galindez, Thomas",ARG,Male,M18-24,00:52:59,04:44:24,03:43:40,09:28:09,6,203,223,00:03:48,00:03:18
1906,"Sutton, Edwin",IRL,Male,M35-39,01:05:32,05:06:30,03:08:52,09:28:10,48,204,224,00:04:07,00:03:09
2289,"Oosterdijk, Tom",NLD,Male,M25-29,01:04:34,04:44:17,03:33:10,09:28:19,27,205,225,00:02:43,00:03:35
1881,"Perez, Javier",ESP,Male,M35-39,01:06:18,05:00:18,03:15:35,09:28:22,49,206,226,00:02:49,00:03:22
1853,"Marcilloux, Laurent",FRA,Male,M35-39,01:03:19,04:54:11,03:24:41,09:28:27,50,207,227,00:03:18,00:02:58
2164,"Widmann, Philipp",DEU,Male,M30-34,00:58:47,04:51:55,03:32:06,09:28:40,50,208,228,00:03:01,00:02:51
1310,"Toiviainen, Markku",FIN,Male,M45-49,01:02:04,04:59:07,03:20:16,09:28:45,9,209,229,00:02:47,00:04:31
2044,"Friess, Thibaud",CHE,Male,M30-34,00:59:15,04:57:05,03:25:18,09:28:48,51,210,230,00:03:26,00:03:44
1780,"Cope, Chris",GBR,Male,M35-39,01:15:08,04:59:27,03:06:22,09:28:52,51,211,231,00:04:16,00:03:39
1580,"Oriana, Claudio",ITA,Male,M40-44,00:53:33,04:59:12,03:26:38,09:29:00,25,212,232,00:04:05,00:05:32
1616,"Shaked, Amit",ISR,Male,M40-44,01:01:05,05:00:00,03:21:30,09:29:11,26,213,233,00:03:03,00:03:33
2024,"Bonami, Hannes",BEL,Male,M30-34,01:03:05,05:00:56,03:18:46,09:29:36,52,214,234,00:02:32,00:04:17
2128,"Rowlings, Clinton",AUS,Male,M30-34,00:56:08,05:04:50,03:21:46,09:29:40,53,215,235,00:03:49,00:03:07
1165,"Garcia, Ricardo",ARG,Male,M45-49,00:59:12,05:04:39,03:19:34,09:29:52,10,216,236,00:02:53,00:03:34
2387,"Eriks, Keith",CAN,Male,M18-24,00:50:27,04:49:25,03:41:10,09:29:57,7,217,237,00:03:24,00:05:31
1792,"De sousa, Andy",VEN,Male,M35-39,01:02:59,04:55:45,03:22:27,09:30:11,52,218,238,00:04:00,00:05:00
2385,"Dias lima turtera, Rafael",BRA,Male,M18-24,00:58:52,05:02:59,03:18:36,09:30:38,8,219,239,00:04:45,00:05:26
1517,"Harrington, James",USA,Male,M40-44,01:11:52,04:58:50,03:12:45,09:30:47,27,220,240,00:04:05,00:03:15
3027,"Thoes, Svenja",DEU,Female,FPRO,00:59:07,05:02:16,03:23:49,09:30:50,20,21,241,00:02:23,00:03:15
3018,"Hufe, Mareen",DEU,Female,FPRO,00:59:12,05:03:28,03:22:52,09:30:51,21,22,242,00:02:19,00:03:00
2069,"Johnston, Travis",ZAF,Male,M30-34,00:59:18,04:51:48,03:32:39,09:30:52,54,221,243,00:04:10,00:02:57
2100,"Moller, Mikael",DNK,Male,M30-34,01:06:54,04:47:03,03:29:09,09:31:06,55,222,244,00:03:44,00:04:16
2284,"Mccormack, Joshua",AUS,Male,M25-29,00:56:07,04:50:40,03:38:29,09:31:17,28,223,245,00:03:13,00:02:48
1822,"Horton, Alan",USA,Male,M35-39,01:02:30,05:06:07,03:14:09,09:31:20,53,224,246,00:04:16,00:04:18
2291,"Pastor, Julio",ESP,Male,M25-29,00:56:13,05:04:55,03:22:14,09:31:22,29,225,247,00:04:12,00:03:48
2285,"Mcpeek-bechtold, Nolan",USA,Male,M25-29,01:03:48,05:09:48,03:11:37,09:31:25,30,226,248,00:03:21,00:02:51
1890,"Richardson, Sean",AUS,Male,M35-39,00:58:47,05:00:08,03:23:59,09:31:33,54,227,249,00:03:49,00:04:50
3040,"Smith, Lesley",USA,Female,FPRO,00:59:03,05:14:16,03:11:40,09:31:40,22,23,250,00:02:13,00:04:28
1459,"Cordovez, Pedro",PAN,Male,M40-44,00:59:44,04:53:26,03:32:39,09:31:46,28,228,251,00:02:28,00:03:29
914,"Harr, Eric",USA,Male,M50-54,00:59:41,05:03:09,03:22:56,09:31:54,4,229,252,00:02:30,00:03:38
2033,"De smet, Roel",BEL,Male,M30-34,01:09:40,05:05:33,03:10:30,09:32:04,56,230,253,00:03:06,00:03:15
2125,"Rose, Travis",USA,Male,M30-34,00:58:43,05:04:19,03:20:21,09:32:12,57,231,254,00:03:57,00:04:52
2287,"Mitri, Klodian",USA,Male,M25-29,01:02:56,04:57:10,03:24:57,09:32:24,31,232,255,00:03:03,00:04:18
1418,"Armstrong, Hayden",AUS,Male,M40-44,00:54:45,04:46:49,03:42:03,09:32:27,29,233,256,00:04:30,00:04:20
2315,"Tennent, William",NZL,Male,M25-29,01:03:03,05:14:10,03:10:12,09:32:36,32,234,257,00:02:11,00:03:00
774,"Sweet, Richard",USA,Male,M55-59,00:59:37,05:03:15,03:19:34,09:32:39,1,235,258,00:04:33,00:05:40
2094,"Matthews, Mark",GBR,Male,M30-34,00:56:04,04:39:34,03:50:46,09:32:42,58,236,259,00:02:41,00:03:37
2122,"Reynolds, Brian",USA,Male,M30-34,01:00:54,05:06:12,03:18:46,09:32:55,59,237,260,00:03:28,00:03:35
1850,"Lukosz, Petr",CZE,Male,M35-39,01:02:51,04:55:55,03:24:46,09:33:08,55,238,261,00:05:44,00:03:52
1744,"Aldy, Aubrey",USA,Male,M35-39,01:08:02,05:08:08,03:07:41,09:33:14,56,239,262,00:06:09,00:03:14
1929,"Vives, Carlos",ESP,Male,M35-39,00:59:39,05:14:37,03:10:39,09:33:23,57,240,263,00:02:38,00:05:50
934,"Kristensen, Lennie",DNK,Male,M50-54,01:24:47,04:46:37,03:15:29,09:33:34,5,241,264,00:03:32,00:03:09
2109,"Noon, Jonathan",USA,Male,M30-34,01:01:43,04:44:38,03:41:07,09:33:38,60,242,265,00:02:37,00:03:33
1231,"Lunn, Paul",GBR,Male,M45-49,01:03:09,04:43:57,03:40:31,09:33:48,11,243,266,00:03:08,00:03:03
3014,"Bartlett, Nikki",GBR,Female,FPRO,00:59:14,04:58:09,03:31:24,09:34:04,23,24,267,00:02:24,00:02:53
2222,"Schut, Kirsten",ZAF,Female,F30-34,01:03:24,05:09:46,03:14:09,09:34:47,2,25,268,00:03:45,00:03:43
1917,"Thompson, Matthew",AUS,Male,M35-39,01:05:11,05:02:42,03:14:20,09:34:53,58,244,269,00:05:28,00:07:12
1501,"Garcia, Oscar",ARG,Male,M40-44,00:56:17,05:09:05,03:22:36,09:34:58,30,245,270,00:03:19,00:03:41
1802,"Eriksen, Oystein",NOR,Male,M35-39,01:03:08,04:58:21,03:26:37,09:35:01,59,246,271,00:03:50,00:03:05
2061,"Holub, Michal",SVK,Male,M30-34,01:05:53,05:05:36,03:16:20,09:35:20,61,247,272,00:02:55,00:04:36
1003,"Soderdahl, Kai",FIN,Male,M50-54,01:01:18,04:56:26,03:31:14,09:35:28,6,248,273,00:02:54,00:03:36
1486,"Ferreira da silva neto, Antonio",BRA,Male,M40-44,00:56:15,04:53:59,03:38:21,09:35:42,31,249,274,00:02:36,00:04:31
1786,"Davis, Matthew",USA,Male,M35-39,01:09:01,04:49:48,03:30:45,09:35:43,60,250,275,00:02:59,00:03:10
1574,"Narigueta, Rui",PRT,Male,M40-44,01:12:39,04:54:52,03:19:54,09:35:52,32,251,276,00:04:56,00:03:31
1295,"Seigmann, Roman",AUT,Male,M45-49,00:58:10,05:01:12,03:28:50,09:35:55,12,252,277,00:03:48,00:03:55
2065,"Jablonski, Kamil",DEU,Male,M30-34,01:05:46,04:48:54,03:29:50,09:36:03,62,253,278,00:05:45,00:05:48
2086,"Legget, Charles",GBR,Male,M30-34,00:56:53,04:50:00,03:43:03,09:36:21,63,254,279,00:02:25,00:04:00
1803,"Evans, Guy",GBR,Male,M35-39,01:05:37,05:09:26,03:13:56,09:36:24,61,255,280,00:04:09,00:03:16
1645,"Vermeiren, Kris",BEL,Male,M40-44,01:01:32,04:59:00,03:27:16,09:36:30,33,256,281,00:03:48,00:04:54
1875,"Oliveira, Rodolfo",BRA,Male,M35-39,01:02:44,04:50:45,03:36:19,09:36:35,62,257,282,00:03:47,00:03:00
419,"Kimmer, Jakub",POL,Male,M30-34,01:03:31,05:00:08,03:27:49,09:36:39,64,258,283,00:02:27,00:02:44
1139,"Dabrowski, Dariusz",POL,Male,M45-49,01:02:25,05:00:11,03:28:14,09:36:41,13,259,284,00:02:30,00:03:21
2304,"Scott, Mitchell",AUS,Male,M25-29,01:00:25,05:00:04,03:28:19,09:36:44,33,260,285,00:03:17,00:04:39
2158,"Velez, Alvaro",COL,Male,M30-34,00:59:16,04:56:59,03:32:08,09:36:57,65,261,286,00:04:09,00:04:25
1437,"Bosl, Michael",USA,Male,M40-44,01:03:23,05:12:10,03:14:14,09:37:01,34,262,287,00:03:31,00:03:43
3026,"Steffen, Caroline",CHE,Female,FPRO,00:59:01,05:08:44,03:23:53,09:37:11,24,26,288,00:02:26,00:03:07
1189,"Henderson, Gordon",CAN,Male,M45-49,00:56:54,05:06:37,03:24:04,09:37:11,14,263,288,00:04:05,00:05:31
1796,"Dhooge, David",BEL,Male,M35-39,00:59:15,04:57:04,03:32:54,09:37:11,63,263,288,00:03:47,00:04:11
2313,"Stepinski, Jan",USA,Male,M25-29,00:50:49,04:45:47,03:53:50,09:37:16,34,265,291,00:03:17,00:03:33
1432,"Beyne, Anthony",FRA,Male,M40-44,00:58:41,04:59:50,03:31:24,09:37:19,35,266,292,00:04:09,00:03:15
1425,"Barraez, Cheyenne",USA,Male,M40-44,01:04:27,05:05:40,03:17:04,09:37:24,36,267,293,00:05:34,00:04:39
1747,"Alvim, Thiago",BRA,Male,M35-39,00:59:29,05:08:04,03:21:07,09:37:34,64,268,294,00:04:12,00:04:42
1292,"Schuster, Patrick",USA,Male,M45-49,01:09:48,04:57:04,03:24:01,09:37:37,15,269,295,00:03:33,00:03:11
2256,"Goodman, Zack",USA,Male,M25-29,00:54:47,04:56:22,03:37:19,09:37:48,35,270,296,00:04:02,00:05:18
2064,"Ibrahim, Tobias",DEU,Male,M30-34,01:03:53,05:01:12,03:26:12,09:38:01,66,271,297,00:02:38,00:04:06
2264,"Himpelmann, Tim",DEU,Male,M25-29,01:05:43,04:55:25,03:31:30,09:38:06,36,272,298,00:02:19,00:03:09
2138,"Schwesinger, Folker",DEU,Male,M30-34,00:54:45,04:56:17,03:38:08,09:38:08,67,273,299,00:03:13,00:05:45
2147,"Stenman, Adam",SWE,Male,M30-34,01:05:04,05:01:38,03:24:31,09:38:10,68,274,300,00:04:01,00:02:56
1915,"Thiel, Manuel",DEU,Male,M35-39,01:05:39,04:57:48,03:25:10,09:38:17,65,275,301,00:03:36,00:06:04
2117,"Pirek, Mariusz",POL,Male,M30-34,01:05:06,05:02:43,03:25:25,09:38:29,69,276,302,00:02:24,00:02:51
1268,"Picq, Mathieu",FRA,Male,M45-49,00:56:06,05:10:13,03:20:59,09:38:31,16,277,303,00:06:09,00:05:04
1237,"Matheson, David",CAN,Male,M45-49,00:56:09,05:08:35,03:26:32,09:38:50,17,278,304,00:03:30,00:04:04
2160,"Vuegen, Ludovic",BEL,Male,M30-34,01:05:56,04:57:12,03:29:36,09:38:54,70,279,305,00:03:14,00:02:56
1742,"Achcar, Andrei",BRA,Male,M35-39,00:58:48,05:15:09,03:16:45,09:38:58,66,280,306,00:04:12,00:04:04
2018,"Ben al lal, Ismael",BEL,Male,M30-34,01:13:41,05:07:55,03:09:53,09:39:16,71,281,307,00:03:21,00:04:26
1479,"Eglin, Marco",CHE,Male,M40-44,01:08:33,04:55:32,03:27:20,09:39:17,37,282,308,00:03:37,00:04:15
1114,"Bobadilla, Vicente",CHL,Male,M45-49,00:58:33,05:05:46,03:23:42,09:39:18,18,283,309,00:03:51,00:07:26
2371,"Van heerden, Natia",ZAF,Female,F25-29,01:00:15,05:10:22,03:22:40,09:39:20,1,27,310,00:03:32,00:02:31
1559,"Lozano, Manuel",MEX,Male,M40-44,00:59:41,05:00:50,03:30:30,09:39:25,38,284,311,00:04:46,00:03:38
2257,"Graf, Stefan",CHE,Male,M25-29,01:01:44,05:14:16,03:13:07,09:39:28,37,285,312,00:03:54,00:06:27
1638,"Thorisson, Sigurdur Tomas",ISL,Male,M40-44,01:11:39,05:10:17,03:11:01,09:39:29,39,286,313,00:03:14,00:03:18
2016,"Baker, Mitch",AUS,Male,M30-34,01:01:40,04:56:28,03:32:41,09:39:29,72,286,313,00:04:42,00:03:58
2255,"Frease, Davis",USA,Male,M25-29,00:53:25,04:47:51,03:50:37,09:39:29,38,286,313,00:02:50,00:04:46
2040,"Fellows, Joe",GBR,Male,M30-34,01:08:51,05:06:56,03:17:20,09:39:30,73,289,316,00:02:55,00:03:28
1812,"Gassert, Christopher",DEU,Male,M35-39,00:59:12,04:57:47,03:34:12,09:39:50,67,290,317,00:03:02,00:05:37
2105,"Muller, Gary",ZAF,Male,M30-34,01:00:22,05:03:10,03:28:44,09:40:06,74,291,318,00:03:07,00:04:43
2410,"Sakariassen, Hakon",NOR,Male,M18-24,01:06:25,04:59:20,03:28:57,09:40:33,9,292,319,00:02:21,00:03:30
2244,"Claeyssen, Adrien",FRA,Male,M25-29,01:12:08,05:05:06,03:16:39,09:40:46,39,293,320,00:03:10,00:03:43
1473,"Dien, Frederic",FRA,Male,M40-44,01:08:15,05:01:14,03:25:04,09:40:48,40,294,321,00:02:51,00:03:24
1138,"Cuipers, Fabrice Georges R",BEL,Male,M45-49,00:57:02,05:14:24,03:22:24,09:40:49,19,295,322,00:03:16,00:03:43
2240,"Brautigam, Tim",DEU,Male,M25-29,00:50:23,04:59:08,03:44:13,09:40:51,40,296,323,00:02:40,00:04:27
2273,"Koller, Lutz",DEU,Male,M25-29,00:53:15,04:51:52,03:48:52,09:40:51,40,296,323,00:03:00,00:03:52
1777,"Coll nogue, Raul",AND,Male,M35-39,01:01:25,05:01:16,03:31:37,09:40:58,68,298,325,00:02:48,00:03:52
2140,"Sheppard, Graham",USA,Male,M30-34,01:03:51,04:56:11,03:34:39,09:41:09,75,299,326,00:03:24,00:03:04
1892,"Rodas, Conrad",GTM,Male,M35-39,00:52:53,05:01:02,03:37:18,09:41:12,69,300,327,00:04:44,00:05:15
1843,"Lehmann, Jochen",DEU,Male,M35-39,01:11:18,04:46:39,03:33:42,09:41:36,70,301,328,00:03:19,00:06:38
1528,"Israel, Todd",AUS,Male,M40-44,00:56:35,04:47:59,03:49:31,09:41:36,41,301,328,00:03:21,00:04:10
2084,"Lagerburg, Roy",NLD,Male,M30-34,00:58:31,04:45:25,03:52:37,09:41:38,76,303,330,00:02:10,00:02:55
2119,"Pommier, Freddy",FRA,Male,M30-34,01:03:54,04:53:53,03:37:43,09:41:49,77,304,331,00:03:00,00:03:19
1795,"Desmedt, Kristof",BEL,Male,M35-39,01:16:36,05:07:29,03:10:03,09:41:54,71,305,332,00:03:55,00:03:51
2025,"Borton, John",GBR,Male,M30-34,01:06:38,05:16:05,03:08:41,09:42:00,78,306,333,00:04:21,00:06:15
2167,"Yatskov, Andrey",RUS,Male,M30-34,00:54:33,05:04:20,03:34:32,09:42:04,79,307,334,00:03:47,00:04:52
1474,"Dobbelaere, Geoffrey",BEL,Male,M40-44,01:00:20,04:59:13,03:34:37,09:42:05,42,308,335,00:03:43,00:04:12
2038,"Erdelyi, Daniel",HUN,Male,M30-34,01:02:56,04:57:12,03:35:51,09:42:09,80,309,336,00:02:55,00:03:15
937,"Kyle, Dave",USA,Male,M50-54,00:59:42,05:03:43,03:32:13,09:42:24,7,310,337,00:02:51,00:03:55
1330,"Zieman, Chris",USA,Male,M45-49,01:22:57,04:48:13,03:21:41,09:42:28,20,311,338,00:04:32,00:05:05
2052,"Grain, Michael",NZL,Male,M30-34,00:59:11,04:58:14,03:34:01,09:42:35,81,312,339,00:03:50,00:07:19
2133,"Schaefer, Till-Robin",DEU,Male,M30-34,00:58:40,04:58:03,03:37:32,09:42:35,81,312,339,00:03:27,00:04:53
2260,"Halden, Sondre",NOR,Male,M25-29,00:59:29,05:05:42,03:29:31,09:42:48,42,314,341,00:03:20,00:04:46
3024,"Siddall, Laura",GBR,Female,FPRO,01:04:34,05:04:43,03:28:20,09:42:52,25,28,342,00:02:40,00:02:35
2259,"Haggmark, Fredrik",SWE,Male,M25-29,01:11:32,05:08:17,03:15:35,09:43:03,43,315,343,00:03:22,00:04:17
2300,"Roby, Jordan",USA,Male,M25-29,01:02:37,05:08:05,03:24:02,09:43:10,44,316,344,00:03:56,00:04:30
1873,"Nyberg, Johan",SWE,Male,M35-39,01:04:40,05:16:58,03:12:57,09:43:12,72,317,345,00:03:11,00:05:26
2058,"Heldt, Jarryd",AUS,Male,M30-34,00:58:52,05:09:44,03:27:32,09:43:45,83,318,346,00:04:18,00:03:19
432,"Van wyk, Ryno",ZAF,Male,M25-29,01:03:54,04:58:06,03:35:03,09:43:53,45,319,347,00:03:00,00:03:50
1933,"Weiler, Georg",DEU,Male,M35-39,01:03:09,05:06:40,03:27:31,09:43:57,73,320,348,00:03:07,00:03:30
1754,"Baccili, Alexandre",BRA,Male,M35-39,01:04:15,05:04:22,03:25:02,09:43:58,74,321,349,00:03:54,00:06:25
2113,"Pascal, Adrien",FRA,Male,M30-34,01:06:09,05:00:49,03:29:53,09:44:01,84,322,350,00:03:31,00:03:39
2296,"Pocock, Christopher",GBR,Male,M25-29,01:01:15,05:03:35,03:32:03,09:44:04,46,323,351,00:03:16,00:03:55
1746,"Allison, Cody",AUS,Male,M35-39,00:53:00,05:09:34,03:31:52,09:44:12,75,324,352,00:04:06,00:05:40
1938,"Wright, Mike",NZL,Male,M35-39,00:58:57,05:01:06,03:35:15,09:44:17,76,325,353,00:04:29,00:04:30
3035,"Morrison, Kimberley",GBR,Female,FPRO,00:58:58,04:54:22,03:45:23,09:44:19,26,29,354,00:02:20,00:03:16
1436,"Borowik, Sebastian",POL,Male,M40-44,01:14:55,04:56:56,03:23:50,09:44:22,43,326,355,00:04:30,00:04:11
897,"Fieldhack, Jeff",USA,Male,M50-54,01:04:45,05:08:50,03:23:55,09:44:27,8,327,356,00:03:42,00:03:15
2245,"Crosbie, Sam",NZL,Male,M25-29,00:59:33,05:02:15,03:35:32,09:44:47,47,328,357,00:04:07,00:03:20
2393,"Haubner, Stefan",DEU,Male,M18-24,01:03:36,05:01:41,03:31:23,09:44:48,10,329,358,00:03:40,00:04:28
2268,"Karlsen, Marius",NOR,Male,M25-29,01:03:15,05:01:38,03:31:31,09:44:48,48,329,358,00:04:13,00:04:11
1180,"Hagen, Bernd",DEU,Male,M45-49,01:07:07,05:02:30,03:26:10,09:44:49,21,331,360,00:03:17,00:05:45
1116,"Bonazzi, Luca",ITA,Male,M45-49,00:58:03,05:10:36,03:28:54,09:44:51,22,332,361,00:03:07,00:04:11
1791,"De quadros silvestrin, Vinicius",BRA,Male,M35-39,00:59:10,05:02:45,03:35:26,09:45:10,77,333,362,00:03:34,00:04:15
1830,"Jolmes, Johannes",DEU,Male,M35-39,01:20:42,04:58:49,03:17:50,09:45:15,78,334,363,00:03:13,00:04:41
1211,"Kirch, Michael",BEL,Male,M45-49,01:09:53,05:13:06,03:16:04,09:45:18,23,335,364,00:02:58,00:03:17
1621,"Simon, Patrick",BRA,Male,M40-44,01:03:50,05:07:29,03:26:35,09:45:20,44,336,365,00:03:53,00:03:33
2132,"Scarvaci, Justin",AUS,Male,M30-34,01:16:18,05:14:33,03:04:18,09:45:24,85,337,366,00:04:55,00:05:20
1661,"Xamena vidal, Bernat",ESP,Male,M40-44,01:13:52,05:11:03,03:10:59,09:45:33,45,338,367,00:04:58,00:04:41
2267,"Jensch, Simon",DEU,Male,M25-29,01:00:53,05:04:06,03:32:50,09:45:33,49,338,367,00:03:30,00:04:14
1852,"Manalich, Felipe",CHL,Male,M35-39,00:58:49,05:07:15,03:27:35,09:45:40,79,340,369,00:03:17,00:08:44
1613,"Serda, Diego",ARG,Male,M40-44,00:53:27,05:08:32,03:37:05,09:45:43,46,341,370,00:03:23,00:03:16
1790,"De meester, Jeroen",BEL,Male,M35-39,01:22:50,04:53:03,03:21:57,09:45:44,80,342,371,00:02:58,00:04:56
1345,"Dommer, Janette",DNK,Female,F45-49,01:02:45,05:11:32,03:25:27,09:45:44,1,30,371,00:03:02,00:02:58
1897,"Schoenborn, Julien",CAN,Male,M35-39,01:17:26,04:58:52,03:22:10,09:46:01,81,343,373,00:04:35,00:02:58
1053,"Goertz, Beate",DEU,Female,F50-54,01:09:05,05:02:31,03:28:28,09:46:02,1,31,374,00:02:58,00:03:00
2243,"Chipping, Matt",GBR,Male,M25-29,01:04:23,05:06:47,03:25:33,09:46:08,50,344,375,00:04:25,00:05:00
1242,"Middlewick, Julian",GBR,Male,M45-49,01:04:22,05:11:18,03:23:55,09:46:12,24,345,376,00:03:00,00:03:37
1807,"Fedinger, Thomas",DEU,Male,M35-39,01:02:54,05:13:21,03:23:55,09:46:27,82,346,377,00:02:54,00:03:23
3029,"Derron, Nina",CHE,Female,FPRO,00:59:05,05:11:48,03:30:52,09:46:27,27,32,377,00:02:16,00:02:26
1485,"Ferraz, Arthur",BRA,Male,M40-44,00:56:09,04:46:53,03:57:55,09:46:35,47,347,379,00:02:38,00:03:00
1646,"Vidigal, Mateus",BRA,Male,M40-44,00:54:38,05:10:41,03:31:25,09:46:38,48,348,380,00:04:00,00:05:54
1157,"Enevoldsen, John",DNK,Male,M45-49,00:57:10,04:46:14,03:55:07,09:46:43,25,349,381,00:04:09,00:04:03
2107,"Netto, Miguel",ZAF,Male,M30-34,01:10:25,05:08:45,03:19:47,09:46:44,86,350,382,00:03:59,00:03:48
3038,"Seymour, Jeanni",ZAF,Female,FPRO,00:54:07,05:08:17,03:37:55,09:46:54,28,33,383,00:02:54,00:03:41
1914,"Thery, Romain",FRA,Male,M35-39,01:01:46,05:15:30,03:22:48,09:47:13,83,351,384,00:03:22,00:03:47
49,"Kramer, Lukas",DEU,Male,MPRO,00:57:50,04:48:40,03:54:52,09:47:15,41,352,385,00:02:00,00:03:53
1273,"Reid, Eric",USA,Male,M45-49,01:01:10,05:15:43,03:22:47,09:47:19,26,353,386,00:03:30,00:04:09
1920,"Tormala, Teemu",FIN,Male,M35-39,01:04:42,05:01:44,03:32:03,09:47:25,84,354,387,00:03:53,00:05:03
1466,"De caluwe, Dominic",BEL,Male,M40-44,01:02:24,05:14:49,03:22:35,09:47:52,49,355,388,00:04:37,00:03:27
1179,"Gutierrez, Joby",USA,Male,M45-49,01:11:23,05:10:43,03:15:40,09:47:59,27,356,389,00:04:38,00:05:35
2411,"Schaffeld, Timo",DEU,Male,M18-24,00:59:16,04:42:40,04:01:25,09:48:00,11,357,390,00:01:59,00:02:40
1904,"Sultzer, Chad",USA,Male,M35-39,00:59:04,05:07:22,03:31:11,09:48:01,85,358,391,00:04:43,00:05:41
2265,"Hubbert, Sascha",DEU,Male,M25-29,01:10:41,04:43:15,03:47:06,09:48:01,51,358,391,00:03:35,00:03:24
1225,"Lewis, Paul",GBR,Male,M45-49,01:07:43,05:17:42,03:14:32,09:48:06,28,360,393,00:03:53,00:04:16
1872,"Nindl, Christian",AUT,Male,M35-39,01:07:15,04:58:10,03:34:14,09:48:06,86,360,393,00:03:41,00:04:46
1185,"Harlow, Trent",AUS,Male,M45-49,01:08:24,05:17:20,03:09:56,09:48:10,29,362,395,00:05:20,00:07:10
682,"Andersen, Bent",DNK,Male,M55-59,00:59:46,05:13:13,03:27:26,09:48:13,2,363,396,00:02:48,00:05:00
1554,"Littlewood, John",GBR,Male,M40-44,01:06:14,05:13:25,03:21:11,09:48:14,50,364,397,00:03:40,00:03:44
3032,"Kunz, Martina",CHE,Female,FPRO,01:09:17,05:08:43,03:24:20,09:48:17,29,34,398,00:02:22,00:03:35
1592,"Pikkor, Rauno",EST,Male,M40-44,01:04:51,04:59:44,03:35:55,09:48:17,51,365,398,00:03:57,00:03:50
2023,"Birch, Kieran",AUS,Male,M30-34,00:58:42,05:12:26,03:30:58,09:48:22,87,366,400,00:02:35,00:03:41
1194,"Hrabowski, Maximilian",DEU,Male,M45-49,01:15:30,05:06:40,03:18:06,09:48:26,30,367,401,00:04:24,00:03:46
889,"Dunstan, Brett",AUS,Male,M50-54,01:08:05,05:10:01,03:23:56,09:48:26,9,367,401,00:02:36,00:03:48
1422,"Baldacci, Matteo",ITA,Male,M40-44,01:02:35,05:14:29,03:23:46,09:48:29,52,369,403,00:04:37,00:03:02
1155,"Ellingsen, Per Morten",NOR,Male,M45-49,01:08:32,04:56:46,03:37:18,09:48:32,31,370,404,00:02:38,00:03:18
2166,"Wild, David",USA,Male,M30-34,00:58:30,05:04:41,03:32:50,09:48:38,88,371,405,00:04:39,00:07:58
1657,"Wikdahl, Claes",SWE,Male,M40-44,01:04:51,05:06:44,03:25:53,09:48:41,53,372,406,00:05:28,00:05:45
2076,"Knier, Max",DEU,Male,M30-34,01:13:00,05:28:53,02:57:09,09:48:43,89,373,407,00:02:56,00:06:45
1471,"Diaz, David",VEN,Male,M40-44,01:03:30,05:07:51,03:29:35,09:48:44,54,374,408,00:03:47,00:04:01
1536,"Kallio, Janne",FIN,Male,M40-44,01:00:58,05:06:57,03:33:56,09:48:48,55,375,409,00:02:39,00:04:18
